Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M09;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M08;3,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M07;2,65
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M06;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M05;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M04;2,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M03;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M02;1,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M01;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M12;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M11;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M10;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M09;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M08;3,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M07;2,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M06;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M05;1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M04;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M03;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M02;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2018M01;1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M12;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M11;1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M10;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M09;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M08;3,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M07;2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M06;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M05;1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M04;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M03;1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M02;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2017M01;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M12;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M11;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M10;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M09;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M08;3,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M07;2,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M06;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M05;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M04;1,8
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M03;2,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M02;1,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2016M01;1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M12;2,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M11;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M10;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M09;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M08;3,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M07;2,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M06;1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M05;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M04;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M03;1,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M02;1,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2015M01;1,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M12;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M11;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M10;1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M09;2,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M08;3,12
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M07;2,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M06;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M05;1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M04;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M03;1,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M02;1,77
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2014M01;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2025M02;1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2025M01;2,12
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M12;2,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M11;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M10;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M09;2,12
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M08;3,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M07;2,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M06;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M05;1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M04;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M03;2,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M02;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2024M01;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M12;2,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M11;2,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M10;2,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M09;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M08;3,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M07;2,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M06;2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M05;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M04;2,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M03;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M02;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2023M01;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M12;2,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M11;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M10;2,16
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M09;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M08;3,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M07;2,63
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M06;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M05;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M04;2,38
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M03;2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M02;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2022M01;2,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M12;2,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M11;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M10;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M09;2,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M08;3,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M07;2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M06;2,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M05;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M04;2,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M03;2,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M02;3,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2021M01;3,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M12;2,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M11;3,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M10;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M09;2,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M08;3,61
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M07;3,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M06;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M05;9,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M03;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M02;1,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2020M01;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M12;2,59
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M11;2,01
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M10;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M09;2,01
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M08;2,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M07;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M06;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M05;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M04;2,32
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M03;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M02;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2019M01;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M12;2,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M11;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M10;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M09;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M08;2,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M07;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M06;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M05;1,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M04;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M03;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M02;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2018M01;1,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M12;2,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M11;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M10;2,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M09;1,94
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M08;3,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M07;2,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M06;1,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M05;1,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M04;2,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M03;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M02;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2017M01;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M12;2,36
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M11;2,01
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M10;2,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M09;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M08;3,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M07;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M06;1,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M05;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M04;1,88
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M03;2,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M02;1,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2016M01;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2015M12;2,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;07 Castilla y León;2015M11;1,95
